,Ámbito,Código área (ISO3),Área,Elemento,Producto,Año,Unidad,Valor,Nota
1804,Indicadores ODS,CHL,Chile,Valor,2.a.1 Agriculture value added share of GDP (%),2019,%,3.54425,National | FAO calculation based on UNSD national account estimates | Country data
1805,Indicadores ODS,CHL,Chile,Valor,2.a.1 Agriculture value added share of GDP (%),2020,%,3.86261,National | FAO calculation based on WB national account data | Country data
1806,Indicadores ODS,CHL,Chile,Valor,2.a.1 Agriculture orientation index for government expenditures,2008,índice,0.487,National | FAO Questionnaire. UNSD national account estimates. | Consolidated General Government Expenditure | Country data
1807,Indicadores ODS,CHL,Chile,Valor,2.a.1 Agriculture orientation index for government expenditures,2009,índice,0.471,National | FAO Questionnaire. UNSD national account estimates. | Consolidated General Government Expenditure | Country data
1808,Indicadores ODS,CHL,Chile,Valor,2.a.1 Agriculture orientation index for government expenditures,2010,índice,0.439,National | FAO Questionnaire. UNSD national account estimates. | Consolidated General Government Expenditure | Country data
1809,Indicadores ODS,CHL,Chile,Valor,2.a.1 Agriculture orientation index for government expenditures,2011,índice,0.429,National | FAO Questionnaire. UNSD national account estimates. | Consolidated General Government Expenditure | Country data
1810,Indicadores ODS,CHL,Chile,Valor,2.a.1 Agriculture orientation index for government expenditures,2012,índice,0.466,National | FAO Questionnaire. UNSD national account estimates. | Consolidated General Government Expenditure | Country data
1811,Indicadores ODS,CHL,Chile,Valor,2.a.1 Agriculture orientation index for government expenditures,2013,índice,0.458,National | FAO Questionnaire. UNSD national account estimates. | Consolidated General Government Expenditure | Country data
1812,Indicadores ODS,CHL,Chile,Valor,2.a.1 Agriculture orientation index for government expenditures,2014,índice,0.412,National | FAO Questionnaire. UNSD national account estimates. | Consolidated General Government Expenditure | Country data
1813,Indicadores ODS,CHL,Chile,Valor,2.a.1 Agriculture orientation index for government expenditures,2015,índice,0.421,National | FAO Questionnaire. UNSD national account estimates. | Consolidated General Government Expenditure | Country data
1814,Indicadores ODS,CHL,Chile,Valor,2.a.1 Agriculture orientation index for government expenditures,2016,índice,0.394,National | FAO Questionnaire. UNSD national account estimates. | Consolidated Central Government Expenditure Excluding Social Security Funds | Country data
1815,Indicadores ODS,CHL,Chile,Valor,2.a.1 Agriculture orientation index for government expenditures,2017,índice,0.377,National | FAO Questionnaire. UNSD national account estimates. | Consolidated General Government Expenditure | Country data
1816,Indicadores ODS,CHL,Chile,Valor,2.a.1 Agriculture orientation index for government expenditures,2018,índice,0.391,National | FAO Questionnaire. UNSD national account estimates. | Consolidated General Government Expenditure | Country data
1817,Indicadores ODS,CHL,Chile,Valor,2.a.1 Agriculture orientation index for government expenditures,2019,índice,0.383,National | FAO Questionnaire. UNSD national account estimates. | Consolidated General Government Expenditure | Country data
1818,Indicadores ODS,CHL,Chile,Valor,2.a.1 Agriculture orientation index for government expenditures,2020,índice,0.304,National | FAO Questionnaire. World Bank national accounts data. | Consolidated General Government Expenditure | Country data
1819,Indicadores ODS,CHL,Chile,Valor,"2.c.1 Indicator of Food Price Anomalies (IFPA), by type of product: Maize",2015,índice,-0.2,"Global | Food Price Monitoring and Analysis (FPMA) online database: https://fpma.apps.fao.org/giews/food-prices/tool/public/#/dataset/domestic. | National Average, Maize (yellow), Wholesale price | Global monitoring data"
1820,Indicadores ODS,CHL,Chile,Valor,"2.c.1 Indicator of Food Price Anomalies (IFPA), by type of product: Maize",2016,índice,0.4,"Global | Food Price Monitoring and Analysis (FPMA) online database: https://fpma.apps.fao.org/giews/food-prices/tool/public/#/dataset/domestic. | National Average, Maize (yellow), Wholesale price | Global monitoring data"
1821,Indicadores ODS,CHL,Chile,Valor,"2.c.1 Indicator of Food Price Anomalies (IFPA), by type of product: Maize",2017,índice,-0.4,"Global | Food Price Monitoring and Analysis (FPMA) online database: https://fpma.apps.fao.org/giews/food-prices/tool/public/#/dataset/domestic. | National Average, Maize (yellow), Wholesale price | Global monitoring data"
1822,Indicadores ODS,CHL,Chile,Valor,"2.c.1 Indicator of Food Price Anomalies (IFPA), by type of product: Maize",2018,índice,0.5,"Global | Food Price Monitoring and Analysis (FPMA) online database: https://fpma.apps.fao.org/giews/food-prices/tool/public/#/dataset/domestic. | National Average, Maize (yellow), Wholesale price | Global monitoring data"
1823,Indicadores ODS,CHL,Chile,Valor,"2.c.1 Indicator of Food Price Anomalies (IFPA), by type of product: Maize",2019,índice,0.5,"Global | Food Price Monitoring and Analysis (FPMA) online database: https://fpma.apps.fao.org/giews/food-prices/tool/public/#/dataset/domestic. | National Average, Maize (yellow), Wholesale price | Global monitoring data"
1824,Indicadores ODS,CHL,Chile,Valor,"2.c.1 Indicator of Food Price Anomalies (IFPA), by type of product: Maize",2020,índice,1.07,"Global | Food Price Monitoring and Analysis (FPMA) online database: https://fpma.apps.fao.org/giews/food-prices/tool/public/#/dataset/domestic. | National Average, Maize (yellow), Wholesale price | Global monitoring data"
1825,Indicadores ODS,CHL,Chile,Valor,"2.c.1 Indicator of Food Price Anomalies (IFPA), by type of product: Maize",2021,índice,1.95,"Global | Food Price Monitoring and Analysis (FPMA) online database: https://fpma.apps.fao.org/giews/food-prices/tool/public/#/dataset/domestic. | National Average, Maize (yellow), Wholesale price | Global monitoring data"
1826,Indicadores ODS,CHL,Chile,Valor,"2.c.1 Indicator of Food Price Anomalies (IFPA), by type of product: Millet",2015,índice,,Global | NaN = A figure was not provided | Data nature not available
1827,Indicadores ODS,CHL,Chile,Valor,"2.c.1 Indicator of Food Price Anomalies (IFPA), by type of product: Millet",2016,índice,,Global | NaN = A figure was not provided | Data nature not available
1828,Indicadores ODS,CHL,Chile,Valor,"2.c.1 Indicator of Food Price Anomalies (IFPA), by type of product: Millet",2017,índice,,Global | NaN = A figure was not provided | Data nature not available
1829,Indicadores ODS,CHL,Chile,Valor,"2.c.1 Indicator of Food Price Anomalies (IFPA), by type of product: Millet",2018,índice,,Global | NaN = A figure was not provided | Data nature not available
1830,Indicadores ODS,CHL,Chile,Valor,"2.c.1 Indicator of Food Price Anomalies (IFPA), by type of product: Millet",2019,índice,,Global | NaN = A figure was not provided | Data nature not available
1831,Indicadores ODS,CHL,Chile,Valor,"2.c.1 Indicator of Food Price Anomalies (IFPA), by type of product: Millet",2020,índice,,Global | NaN = A figure was not provided | Data nature not available
1832,Indicadores ODS,CHL,Chile,Valor,"2.c.1 Indicator of Food Price Anomalies (IFPA), by type of product: Millet",2021,índice,,Global | NaN = A figure was not provided | Data nature not available
1833,Indicadores ODS,CHL,Chile,Valor,"2.c.1 Indicator of Food Price Anomalies (IFPA), by type of product: Rice",2015,índice,7.8,"Global | Food Price Monitoring and Analysis (FPMA) online database: https://fpma.apps.fao.org/giews/food-prices/tool/public/#/dataset/domestic. | Santiago, Rice (first quality), Retail price | Global monitoring data"
1834,Indicadores ODS,CHL,Chile,Valor,"2.c.1 Indicator of Food Price Anomalies (IFPA), by type of product: Rice",2016,índice,-0.2,"Global | Food Price Monitoring and Analysis (FPMA) online database: https://fpma.apps.fao.org/giews/food-prices/tool/public/#/dataset/domestic. | Santiago, Rice (first quality), Retail price | Global monitoring data"
1835,Indicadores ODS,CHL,Chile,Valor,"2.c.1 Indicator of Food Price Anomalies (IFPA), by type of product: Rice",2017,índice,0.2,"Global | Food Price Monitoring and Analysis (FPMA) online database: https://fpma.apps.fao.org/giews/food-prices/tool/public/#/dataset/domestic. | Santiago, Rice (first quality), Retail price | Global monitoring data"
1836,Indicadores ODS,CHL,Chile,Valor,"2.c.1 Indicator of Food Price Anomalies (IFPA), by type of product: Rice",2018,índice,-0.9,"Global | Food Price Monitoring and Analysis (FPMA) online database: https://fpma.apps.fao.org/giews/food-prices/tool/public/#/dataset/domestic. | Santiago, Rice (first quality), Retail price | Global monitoring data"
1837,Indicadores ODS,CHL,Chile,Valor,"2.c.1 Indicator of Food Price Anomalies (IFPA), by type of product: Rice",2019,índice,-1.1,"Global | Food Price Monitoring and Analysis (FPMA) online database: https://fpma.apps.fao.org/giews/food-prices/tool/public/#/dataset/domestic. | Santiago, Rice (first quality), Retail price | Global monitoring data"
1838,Indicadores ODS,CHL,Chile,Valor,"2.c.1 Indicator of Food Price Anomalies (IFPA), by type of product: Rice",2020,índice,-0.03,"Global | Food Price Monitoring and Analysis (FPMA) online database: https://fpma.apps.fao.org/giews/food-prices/tool/public/#/dataset/domestic. | Santiago, Rice (first quality), Retail price | Global monitoring data"
1839,Indicadores ODS,CHL,Chile,Valor,"2.c.1 Indicator of Food Price Anomalies (IFPA), by type of product: Rice",2021,índice,0.25,"Global | Food Price Monitoring and Analysis (FPMA) online database: https://fpma.apps.fao.org/giews/food-prices/tool/public/#/dataset/domestic. | Santiago, Rice (first quality), Retail price | Global monitoring data"
1840,Indicadores ODS,CHL,Chile,Valor,"2.c.1 Indicator of Food Price Anomalies (IFPA), by type of product: Sorghum",2015,índice,,Global | NaN = A figure was not provided | Data nature not available
1841,Indicadores ODS,CHL,Chile,Valor,"2.c.1 Indicator of Food Price Anomalies (IFPA), by type of product: Sorghum",2016,índice,,Global | NaN = A figure was not provided | Data nature not available
1842,Indicadores ODS,CHL,Chile,Valor,"2.c.1 Indicator of Food Price Anomalies (IFPA), by type of product: Sorghum",2017,índice,,Global | NaN = A figure was not provided | Data nature not available
1843,Indicadores ODS,CHL,Chile,Valor,"2.c.1 Indicator of Food Price Anomalies (IFPA), by type of product: Sorghum",2018,índice,,Global | NaN = A figure was not provided | Data nature not available
1844,Indicadores ODS,CHL,Chile,Valor,"2.c.1 Indicator of Food Price Anomalies (IFPA), by type of product: Sorghum",2019,índice,,Global | NaN = A figure was not provided | Data nature not available
1845,Indicadores ODS,CHL,Chile,Valor,"2.c.1 Indicator of Food Price Anomalies (IFPA), by type of product: Sorghum",2020,índice,,Global | NaN = A figure was not provided | Data nature not available
1846,Indicadores ODS,CHL,Chile,Valor,"2.c.1 Indicator of Food Price Anomalies (IFPA), by type of product: Sorghum",2021,índice,,Global | NaN = A figure was not provided | Data nature not available
1847,Indicadores ODS,CHL,Chile,Valor,"2.c.1 Indicator of Food Price Anomalies (IFPA), by type of product: Wheat",2015,índice,-0.4,"Global | Food Price Monitoring and Analysis (FPMA) online database: https://fpma.apps.fao.org/giews/food-prices/tool/public/#/dataset/domestic. | National average, Wheat, Wholesale price | Global monitoring data"
1848,Indicadores ODS,CHL,Chile,Valor,"2.c.1 Indicator of Food Price Anomalies (IFPA), by type of product: Wheat",2016,índice,-0.9,"Global | Food Price Monitoring and Analysis (FPMA) online database: https://fpma.apps.fao.org/giews/food-prices/tool/public/#/dataset/domestic. | National average, Wheat, Wholesale price | Global monitoring data"
1849,Indicadores ODS,CHL,Chile,Valor,"2.c.1 Indicator of Food Price Anomalies (IFPA), by type of product: Wheat",2017,índice,0,"Global | Food Price Monitoring and Analysis (FPMA) online database: https://fpma.apps.fao.org/giews/food-prices/tool/public/#/dataset/domestic. | National average, Wheat, Wholesale price | Global monitoring data"
1850,Indicadores ODS,CHL,Chile,Valor,"2.c.1 Indicator of Food Price Anomalies (IFPA), by type of product: Wheat",2018,índice,1.4,"Global | Food Price Monitoring and Analysis (FPMA) online database: https://fpma.apps.fao.org/giews/food-prices/tool/public/#/dataset/domestic. | National average, Wheat, Wholesale price | Global monitoring data"
1851,Indicadores ODS,CHL,Chile,Valor,"2.c.1 Indicator of Food Price Anomalies (IFPA), by type of product: Wheat",2019,índice,0.2,"Global | Food Price Monitoring and Analysis (FPMA) online database: https://fpma.apps.fao.org/giews/food-prices/tool/public/#/dataset/domestic. | National average, Wheat, Wholesale price | Global monitoring data"
1852,Indicadores ODS,CHL,Chile,Valor,"2.c.1 Indicator of Food Price Anomalies (IFPA), by type of product: Wheat",2020,índice,0.69,"Global | Food Price Monitoring and Analysis (FPMA) online database: https://fpma.apps.fao.org/giews/food-prices/tool/public/#/dataset/domestic. | National average, Wheat, Wholesale price | Global monitoring data"
1853,Indicadores ODS,CHL,Chile,Valor,"2.c.1 Indicator of Food Price Anomalies (IFPA), by type of product: Wheat",2021,índice,0.69,"Global | Food Price Monitoring and Analysis (FPMA) online database: https://fpma.apps.fao.org/giews/food-prices/tool/public/#/dataset/domestic. | National average, Wheat, Wholesale price | Global monitoring data"
